i sys itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_qps target_qps time joules rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
0 ebbrt_tuned 20 0x1100 135 40.1 41.5 47.3 59.0 62.8 70.8 40074.4 40000 20.0 988.45 1573097 177957149 2224688 201811306 8009208824.0 33728643974.0 71863865570.0 45083890.0 0.0 0.0 0.0 0.0 510279.0 2282731
0 ebbrt_tuned 20 0x1100 75 41.5 42.2 48.6 59.5 63.6 71.4 39990.4 40000 20.0 988.63 1570422 178126826 2221700 204104798 7980079260.0 33501118656.0 71426971696.0 44230742.0 0.0 0.0 0.0 0.0 508315.0 2278483
0 ebbrt_tuned 20 0x1100 55 40.6 41.7 47.3 58.9 62.6 70.4 39977.2 40000 20.0 989.16 1569958 177786399 2219257 202942119 7961099283.0 33241156135.0 70900294489.0 43589620.0 0.0 0.0 0.0 0.0 507285.0 2276720
0 ebbrt_tuned 20 0x1100 135 39.4 41.4 49.1 61.4 65.5 73.1 74994.6 75000 20.0 1033.47 2810023 325743557 4163313 379562580 14550421433.0 56630455780.0 117288647045.0 81517577.0 0.0 0.0 0.0 0.0 515877.0 3980619
0 ebbrt_tuned 20 0x1100 75 39.7 41.5 49.2 61.4 65.4 73.0 75042.3 75000 20.0 1031.49 2813171 326278563 4167120 382123129 14548197431.0 56265575250.0 116589892741.0 79976569.0 0.0 0.0 0.0 0.0 513276.0 3978395
0 ebbrt_tuned 20 0x1100 55 39.7 41.5 49.2 61.6 65.5 73.1 75029.2 75000 20.0 1030.91 2811327 325923924 4166401 380316430 14569362636.0 56601017803.0 117253615625.0 81370158.0 0.0 0.0 0.0 0.0 516622.0 3981772
0 ebbrt_tuned 30 0x1100 135 40.0 41.5 48.0 62.0 66.4 77.2 39998.5 40000 20.0 989.5 1570296 177600267 2221281 202150197 7986415097.0 33265809597.0 71018366945.0 43517494.0 0.0 0.0 0.0 0.0 503958.0 2236156
0 ebbrt_tuned 30 0x1100 75 39.2 41.2 47.8 61.6 66.3 77.5 39984.3 40000 20.0 990.29 1569477 178222204 2219594 203177678 7972411473.0 33264444883.0 71002837793.0 43861666.0 0.0 0.0 0.0 0.0 503167.0 2231276
0 ebbrt_tuned 30 0x1100 55 40.5 41.7 48.2 62.3 66.7 77.6 40040.0 40000 20.0 989.78 1572055 178237840 2223423 204651491 7992340283.0 33051737036.0 70600765437.0 42422797.0 0.0 0.0 0.0 0.0 504415.0 2238162
0 ebbrt_tuned 30 0x1100 135 39.9 41.6 50.7 65.8 71.7 81.1 75067.0 75000 20.0 1030.41 2807226 326171734 4169124 383591918 14558445841.0 56022345455.0 116402109157.0 81613786.0 0.0 0.0 0.0 0.0 508365.0 3829947
0 ebbrt_tuned 30 0x1100 75 39.5 41.5 50.4 65.7 71.5 80.3 75081.5 75000 20.0 1030.44 2806304 326034898 4169166 382212552 14494281290.0 55524891458.0 115449326250.0 80430354.0 0.0 0.0 0.0 0.0 506060.0 3813461
0 ebbrt_tuned 30 0x1100 55 57.1 73.9 206.3 329.3 348.1 365.4 74976.5 75000 20.0 999.8 2493429 306758570 4162133 380389597 13725300207.0 40665915769.0 87476579185.0 68910063.0 0.0 0.0 0.0 0.0 725106.0 982302
0 ebbrt_tuned 40 0x1100 135 40.1 41.7 48.8 67.4 74.9 85.7 39883.5 40000 20.0 988.05 1565378 177680431 2213773 201751305 7924129845.0 32425707684.0 69457139127.0 41999014.0 0.0 0.0 0.0 0.0 500842.0 2131312
0 ebbrt_tuned 40 0x1100 75 41.4 42.3 49.6 68.5 76.1 86.7 40010.6 40000 20.0 988.14 1570041 177846889 2222275 203845777 7941877013.0 32689314065.0 69987447395.0 42845958.0 0.0 0.0 0.0 0.0 499607.0 2132861
0 ebbrt_tuned 40 0x1100 55 40.7 41.8 48.8 67.4 75.1 86.0 39937.5 40000 20.0 987.1 1566638 177692027 2217868 202731035 7942020808.0 32899505075.0 70399719196.0 43551765.0 0.0 0.0 0.0 0.0 501047.0 2137325
0 ebbrt_tuned 40 0x1100 135 40.7 42.0 52.4 73.9 79.4 89.9 74995.4 75000 20.0 1027.55 2797856 324982899 4164075 380624360 14423726593.0 54384302287.0 113499098493.0 77926877.0 0.0 0.0 0.0 0.0 505773.0 3561735
