i sys itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_qps target_qps time joules rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
1 linux_tuned 50 0x1500 95 53.4 57.2 79.4 102.0 106.5 119.2 400092.3 400000 20.0 1730.33 8525801 1447710522 24083817 1921722415 180544714798.0 362291340424.0 500274537016.0 478817251.0 5676924.0 1480775.0 2131.0 0.0 7234.0 6018065
1 linux_tuned 50 0x1500 75 53.8 57.5 79.6 102.2 106.6 122.4 400491.2 400000 20.0 1730.49 8528960 1449227595 24109596 1923040202 180500273794.0 362356566384.0 500357543571.0 477424273.0 5618699.0 1500742.0 2218.0 0.0 6726.0 6017153
1 linux_tuned 50 0x1500 55 53.6 57.4 79.7 102.2 106.4 118.7 399817.3 400000 20.0 1730.01 8518456 1447942312 24068559 1918942987 180494099756.0 362467240961.0 500523258329.0 476456572.0 5686304.0 1472726.0 2225.0 0.0 6999.0 6017853
1 linux_tuned 50 0x1500 135 59.4 64.7 89.2 118.0 133.8 194.6 600202.9 600000 20.01 1915.64 12681265 2163031909 36001746 2881076850 243683365576.0 492171783392.0 679629071148.0 1067214774.0 5322467.0 275010.0 448.0 0.0 3601.0 6192252
1 linux_tuned 50 0x1500 95 59.6 64.7 89.2 118.2 132.7 189.1 600142.9 600000 20.0 1916.82 12682632 2165321905 35994708 2879569528 243653528186.0 492364748438.0 679896326970.0 1068894793.0 5320117.0 275274.0 493.0 0.0 3284.0 6192435
1 linux_tuned 50 0x1500 75 59.4 64.6 89.2 117.2 131.3 186.6 599708.8 600000 20.0 1912.71 12672443 2161852285 35971860 2869082943 243730228357.0 489369906609.0 675758758466.0 1017133444.0 5401812.0 275965.0 480.0 0.0 3752.0 6192341
1 linux_tuned 50 0x1500 55 59.8 65.1 89.6 118.5 133.4 188.0 600049.4 600000 20.0 1914.45 12679464 2163319624 35990888 2877787769 243574180878.0 492528376005.0 680122393483.0 1071442775.0 5329184.0 272249.0 557.0 0.0 3558.0 6192489
1 linux_tuned 100 0x1500 135 55.8 61.8 104.1 145.3 152.7 168.7 200067.8 200000 20.0 1499.06 4903695 765406543 12070850 959464287 99291843518.0 202292856987.0 286576780608.0 257626660.0 1096151.0 2920289.0 191394.0 0.0 466532.0 3017215
1 linux_tuned 100 0x1500 95 55.9 61.7 103.9 145.2 152.6 168.3 200058.0 200000 20.0 1500.05 4904756 766193475 12068996 957935346 99405239173.0 202928219038.0 286871815617.0 264492518.0 1145086.0 2921010.0 190232.0 0.0 466871.0 3015941
1 linux_tuned 100 0x1500 75 56.3 62.3 104.3 145.6 152.8 169.0 199798.8 200000 20.0 1498.94 4892666 764672968 12053931 960613354 99208075508.0 202360537918.0 286403096795.0 262005024.0 1120840.0 2914835.0 191321.0 0.0 466599.0 3014505
1 linux_tuned 100 0x1500 55 55.8 61.8 104.2 145.4 152.8 169.0 199906.8 200000 20.0 1590.85 4901199 766698309 12061961 962612330 99229435043.0 202230417378.0 286687750993.0 262280903.0 1102215.0 2908602.0 190141.0 0.0 468245.0 3014029
1 linux_tuned 100 0x1500 135 62.8 70.4 110.1 149.4 155.4 171.5 399994.3 400000 20.0 1680.79 8476927 1443913342 24008217 1916923157 168929585601.0 321281147357.0 444520361570.0 449880299.0 2315339.0 2522856.0 59766.0 0.0 156467.0 3117256
1 linux_tuned 100 0x1500 95 62.3 69.7 110.1 148.9 155.1 170.4 399728.2 400000 20.0 1680.58 8476395 1443658523 23996871 1923379915 168579549336.0 319550104041.0 442158986864.0 438448096.0 2223742.0 2557048.0 60068.0 0.0 161494.0 3117294
1 linux_tuned 100 0x1500 75 61.8 69.2 109.3 148.6 154.9 170.9 400126.6 400000 20.0 1678.21 8480479 1444424760 24019336 1922119882 168567779133.0 318686200690.0 441001073472.0 436165259.0 2207932.0 2558647.0 61408.0 0.0 163515.0 3117076
1 linux_tuned 100 0x1500 55 61.9 69.3 109.0 148.5 154.8 170.7 400290.6 400000 20.0 1679.85 8482249 1444908088 24026958 1918341685 168783660086.0 319812379888.0 442517606200.0 444430584.0 2248146.0 2546310.0 59953.0 0.0 159161.0 3117180
1 linux_tuned 100 0x1500 135 68.7 76.8 118.2 159.7 171.0 206.6 600022.9 600000 20.0 1858.94 12702688 2165193581 35862842 2878320474 236767653620.0 450533946948.0 622140022032.0 948723555.0 3490936.0 1136030.0 11629.0 0.0 19046.0 3124066
1 linux_tuned 100 0x1500 95 68.7 76.6 117.5 159.0 171.1 207.2 599706.1 600000 20.0 1860.5 12698169 2164330214 35842930 2879248561 236648941203.0 451842900742.0 623955648232.0 963365478.0 3520708.0 1106755.0 11455.0 0.0 18696.0 3123999
1 linux_tuned 100 0x1500 75 68.0 75.9 117.1 158.2 170.4 206.7 600117.1 600000 20.0 1856.83 12699711 2165941306 35869206 2874123667 236570970722.0 447109037287.0 617420434780.0 893347028.0 3464752.0 1183045.0 11571.0 0.0 18626.0 3124043
1 linux_tuned 100 0x1500 55 69.3 77.2 118.3 159.6 171.3 207.5 599655.4 600000 20.0 1860.7 12693443 2164630859 35841784 2870379862 236572082107.0 451085009965.0 622913308685.0 951045793.0 3486759.0 1128773.0 11503.0 0.0 19062.0 3124033
1 linux_tuned 200 0x1500 135 73.3 85.3 166.4 242.8 255.0 276.5 199898.4 200000 20.0 1449.89 4652111 750245672 12033620 965961554 90456200578.0 181939702916.0 266082350050.0 230692331.0 341330.0 1602378.0 319183.0 0.0 783270.0 1559222
1 linux_tuned 200 0x1500 95 72.7 84.5 166.4 242.1 253.2 275.7 199924.2 200000 20.0 1450.67 4648958 749195046 12033762 962424503 90791003164.0 183380988427.0 267605400673.0 235770136.0 354003.0 1634253.0 322440.0 0.0 787748.0 1558738
1 linux_tuned 200 0x1500 75 72.3 84.0 164.9 242.0 252.7 275.3 200115.1 200000 20.0 1450.46 4657537 750160199 12044191 962192625 90715198801.0 182407621832.0 266353720566.0 232311975.0 352024.0 1625921.0 315021.0 0.0 783286.0 1558646
1 linux_tuned 200 0x1500 55 72.0 83.9 165.2 242.5 254.6 276.1 199953.5 200000 20.0 1451.09 4664030 751007864 12037449 968453644 90790523798.0 183302244368.0 267306260366.0 237848963.0 367261.0 1658069.0 316793.0 0.0 770127.0 1559189
1 linux_tuned 200 0x1500 135 76.9 90.5 171.6 246.9 263.6 293.7 399824.1 400000 20.0 1621.69 8462413 1443097393 23873006 1919806278 158030839214.0 286176687065.0 403341345627.0 431176155.0 774720.0 1735476.0 221580.0 0.0 531878.0 1562708
1 linux_tuned 200 0x1500 95 77.1 90.4 168.7 244.9 260.0 287.3 399730.7 400000 20.0 1625.62 8461725 1443044912 23870664 1915517613 158662354946.0 286457655915.0 401146404879.0 426073961.0 888512.0 1756666.0 218879.0 0.0 526781.0 1562692
1 linux_tuned 200 0x1500 75 79.6 92.8 172.8 247.8 264.6 294.0 399961.4 400000 20.0 1620.02 8469349 1443914868 23883829 1923892569 157419225593.0 286800659647.0 404297068960.0 438249035.0 751428.0 1615596.0 232851.0 0.0 552104.0 1562703
1 linux_tuned 200 0x1500 55 76.8 90.2 170.7 246.1 262.0 291.1 400008.0 400000 20.0 1621.74 8469774 1444021435 23885837 1922769426 158101864487.0 285593786112.0 402484460645.0 420455949.0 765149.0 1759860.0 220970.0 0.0 529526.0 1562718
1 linux_tuned 200 0x1500 135 80.9 96.5 175.4 251.0 271.2 310.7 599676.3 600000 20.0 1791.36 12740101 2168065721 35567723 2876364249 223878502944.0 396980741421.0 550215835534.0 847818046.0 1341754.0 1486728.0 122467.0 0.0 217655.0 1562810
1 linux_tuned 200 0x1500 95 85.0 101.1 180.2 257.6 275.8 317.2 599728.6 600000 20.0 1778.6 12745041 2166605063 35543923 2874720290 221500056591.0 389387619129.0 542474803271.0 814703110.0 1020609.0 1462176.0 135130.0 0.0 251187.0 1562823
1 linux_tuned 200 0x1500 75 79.0 92.8 173.7 249.8 269.9 304.7 599902.5 600000 20.0 1788.35 12746301 2170554963 35591433 2880111673 225282292403.0 396994392817.0 552022996170.0 786369759.0 1490730.0 1619219.0 95309.0 0.0 170599.0 1562799
1 linux_tuned 200 0x1500 55 83.7 99.6 178.9 256.6 275.1 314.7 600146.0 600000 20.0 1788.33 12756678 2170515358 35581019 2884862493 222816504848.0 397308404739.0 553512169544.0 869539178.0 1243018.0 1410309.0 124847.0 0.0 228175.0 1562789
1 linux_tuned 300 0x1500 135 83.6 101.8 221.9 336.7 356.3 388.2 200081.8 200000 20.0 1423.99 4546337 742917660 12012925 960949435 88818077130.0 174728404573.0 257921449900.0 226850986.0 213872.0 1148118.0 319620.0 0.0 839587.0 1041416
1 linux_tuned 300 0x1500 95 83.5 101.9 221.7 336.6 356.2 387.8 200031.5 200000 20.0 1427.35 4550513 742392014 12009364 956455549 89560623309.0 176847896083.0 260546591351.0 232992504.0 234754.0 1242386.0 326408.0 0.0 829850.0 1041126
1 linux_tuned 300 0x1500 75 84.4 102.8 223.5 337.8 356.6 387.5 200103.3 200000 20.0 1422.62 4548180 742604857 12014001 959232649 88874382077.0 174554977609.0 256530569503.0 228053706.0 226339.0 1154715.0 318595.0 0.0 839240.0 1041448
1 linux_tuned 300 0x1500 55 82.3 100.5 221.6 336.2 356.1 387.8 200030.3 200000 20.0 1428.04 4548293 742920743 12013507 959105550 89623082811.0 177177747063.0 260848206286.0 236029229.0 237285.0 1262498.0 324624.0 0.0 826426.0 1041371
1 linux_tuned 300 0x1500 135 86.3 105.7 223.9 334.8 357.2 395.6 399804.5 400000 20.0 1594.29 8473294 1442911613 23757086 1920824404 155873991334.0 275370706494.0 386848537837.0 461302432.0 425970.0 1133972.0 309741.0 0.0 703202.0 1041883
1 linux_tuned 300 0x1500 95 98.0 119.0 237.4 349.1 368.2 405.5 399896.2 400000 20.0 1562.65 8467990 1443454290 23727456 1920766322 152494314439.0 268337692766.0 386436542406.0 439327428.0 280028.0 842444.0 262947.0 0.0 694455.0 1041712
1 linux_tuned 300 0x1500 75 96.5 116.5 234.5 346.6 365.8 403.1 400208.2 400000 20.0 1572.89 8477518 1445779270 23756346 1922008197 153322799496.0 273808419436.0 388670383754.0 472888994.0 319814.0 899093.0 267782.0 0.0 686794.0 1041871
1 linux_tuned 300 0x1500 55 93.3 114.2 234.6 347.1 366.6 404.1 400105.6 400000 20.0 1571.97 8474904 1444414546 23753900 1920956802 153792032353.0 275336762963.0 395792232783.0 474645224.0 334421.0 966294.0 277983.0 0.0 688110.0 1041898
1 linux_tuned 300 0x1500 135 123.9 146.6 260.0 367.0 394.2 441.5 599986.8 600000 20.0 1689.31 12780139 2169566905 35129099 2876976646 211395384570.0 353898377360.0 512156683497.0 674251265.0 66605.0 580262.0 220994.0 0.0 503269.0 1041855
1 linux_tuned 300 0x1500 95 125.5 147.7 261.7 367.7 394.7 441.2 599818.7 600000 20.0 1691.25 12780454 2170892225 35124492 2875278432 210962821527.0 354629633848.0 510041886395.0 691358677.0 53279.0 551878.0 226088.0 0.0 503999.0 1041888
1 linux_tuned 300 0x1500 75 118.8 142.4 256.7 365.4 393.0 442.2 600110.6 600000 20.0 1696.02 12781195 2170897682 35161263 2873564862 212221168536.0 354827394456.0 509376713888.0 685333165.0 99410.0 643112.0 234161.0 0.0 502405.0 1041865
1 linux_tuned 300 0x1500 55 123.4 146.7 259.8 365.0 391.8 439.3 600221.8 600000 20.0 1696.62 12782812 2171277744 35151032 2870291986 211997100356.0 357029504378.0 509968331056.0 693224274.0 79111.0 591541.0 226636.0 0.0 504593.0 1041887
1 linux_tuned 350 0x1500 135 88.4 110.3 249.5 381.6 400.5 437.7 200213.1 200000 20.0 1414.9 4516728 740312114 12005205 955831415 86875131568.0 168055719381.0 246165571217.0 219129017.0 198467.0 986541.0 309537.0 0.0 839423.0 892793
1 linux_tuned 350 0x1500 95 88.4 109.1 249.7 382.7 401.6 438.9 199942.3 200000 20.0 1415.73 4515160 739735633 11991439 956992287 87185454316.0 170261633673.0 250268350741.0 225507267.0 205467.0 1048638.0 310139.0 0.0 829274.0 892863
1 linux_tuned 350 0x1500 75 90.6 110.9 254.4 385.3 402.9 440.0 199968.1 200000 20.0 1409.1 4514891 740931973 11990750 962635460 86756805738.0 169018634398.0 249594036187.0 219671999.0 178336.0 994645.0 308018.0 0.0 837925.0 892639
1 linux_tuned 350 0x1500 55 90.1 110.9 250.7 383.1 401.5 438.9 200063.8 200000 20.0 1402.6 4510573 740351079 11995884 961101729 86409271202.0 167788784346.0 247558403604.0 217572302.0 164991.0 936054.0 302604.0 0.0 837618.0 892564
1 linux_tuned 350 0x1500 135 112.2 136.6 272.2 399.1 426.6 474.3 399723.6 400000 20.0 1537.21 8458615 1443574407 23624732 1920846300 148078077648.0 260656129356.0 378291539302.0 472843643.0 132408.0 541473.0 216192.0 0.0 703052.0 892963
1 linux_tuned 350 0x1500 95 109.5 133.7 270.6 397.9 425.7 474.1 400072.0 400000 20.0 1540.33 8469584 1443693266 23652537 1918245732 148569042669.0 263807156475.0 381828799048.0 496392069.0 103366.0 528636.0 248889.0 0.0 748936.0 893037
1 linux_tuned 350 0x1500 75 93.6 114.9 250.5 380.6 401.5 442.9 399888.9 400000 20.0 1587.63 8488195 1444526993 23710759 1916595579 154192837964.0 270962873853.0 379556824440.0 491820513.0 483654.0 884766.0 299398.0 0.0 707217.0 893045
1 linux_tuned 350 0x1500 55 104.0 127.8 265.5 393.4 419.3 465.7 399788.8 400000 20.0 1549.51 8464159 1443029870 23650785 1918171006 149611894582.0 261671435958.0 373660060633.0 451647269.0 153608.0 760585.0 220112.0 0.0 678015.0 892763
1 linux_tuned 350 0x1500 135 108.9 135.0 270.5 396.4 425.7 481.3 600283.9 600000 20.0 1720.07 12824394 2174709459 35122043 2875752282 214840527308.0 357914222878.0 502810676829.0 726731081.0 283890.0 914459.0 247389.0 0.0 461779.0 893030
1 linux_tuned 350 0x1500 95 126.1 154.5 287.6 410.3 438.2 490.0 599900.8 600000 20.0 1685.43 12800247 2170974710 34989332 2873820019 210295548814.0 350302805766.0 507812874533.0 696226818.0 81123.0 542752.0 222375.0 0.0 519551.0 893039
1 linux_tuned 350 0x1500 75 123.8 152.0 284.2 405.0 434.7 487.6 599948.0 600000 20.0 1691.72 12791731 2169934387 35000697 2866036629 211080021899.0 347289510482.0 495519362617.0 673587872.0 123803.0 639567.0 214029.0 0.0 508173.0 893022
1 linux_tuned 350 0x1500 55 118.2 145.8 280.9 403.0 433.2 487.3 600085.8 600000 20.0 1702.09 12806304 2171855251 35045928 2872649471 212080881570.0 353890468732.0 503148375739.0 702132429.0 130233.0 704628.0 250110.0 0.0 512042.0 893056
1 linux_tuned 400 0x1500 135 94.5 117.4 279.4 431.6 455.8 487.4 200037.9 200000 20.0 1405.15 4490848 739786445 11984167 961524093 86542577898.0 168862161262.0 250352061271.0 227222047.0 152125.0 883972.0 310643.0 0.0 845879.0 780971
1 linux_tuned 400 0x1500 95 94.8 117.8 278.0 429.1 450.7 485.8 200114.1 200000 20.0 1400.08 4492769 738870526 11987701 961914513 86172972195.0 164738416312.0 241255646264.0 219419197.0 165489.0 833224.0 300780.0 0.0 844839.0 781017
1 linux_tuned 400 0x1500 75 91.9 114.4 276.1 428.4 449.5 485.3 200144.6 200000 20.0 1409.42 4494683 739645013 11992697 962637986 86856158874.0 165854453182.0 240620800536.0 232032126.0 234132.0 851799.0 316953.0 0.0 850180.0 781340
1 linux_tuned 400 0x1500 55 94.0 116.5 275.5 430.9 455.5 487.2 199870.0 200000 20.0 1397.6 4485717 737686011 11973697 960221540 86352193941.0 168642947815.0 249618987787.0 225196850.0 150161.0 886052.0 306829.0 0.0 840482.0 781362
1 linux_tuned 400 0x1500 135 107.3 133.0 289.8 436.9 467.3 519.2 400114.1 400000 20.0 1553.33 8485231 1444624292 23619773 1912725750 149353000642.0 260534625773.0 372541770753.0 481078448.0 144416.0 604405.0 258255.0 0.0 731680.0 781403
1 linux_tuned 400 0x1500 95 94.7 118.3 276.2 423.7 445.0 488.7 399918.0 400000 20.0 1596.27 8513645 1447037940 23684769 1921589283 155281039862.0 271210510788.0 377242720923.0 516580771.0 571497.0 988296.0 297285.0 0.0 649045.0 781420
1 linux_tuned 400 0x1500 75 94.5 118.6 276.9 424.7 448.0 493.2 399931.9 400000 20.0 1580.04 8503084 1445645564 23665925 1917250211 154083217893.0 267280760092.0 379189391163.0 438752684.0 304308.0 1117828.0 296315.0 0.0 674773.0 781419
1 linux_tuned 400 0x1500 55 87.1 111.2 267.1 415.8 438.5 481.7 400005.3 400000 20.0 1611.06 8535978 1447923232 23730463 1911538551 159234064285.0 277694069522.0 385345662485.0 496026054.0 759365.0 1558308.0 257773.0 0.0 545552.0 781425
1 linux_tuned 400 0x1500 135 129.6 160.1 312.0 451.0 481.5 539.4 599396.2 600000 20.0 1688.71 12817209 2171128441 34852706 2868857278 210202660401.0 342737150163.0 482149811298.0 701078834.0 137566.0 530729.0 225870.0 0.0 517217.0 781384
1 linux_tuned 400 0x1500 95 123.6 153.7 307.5 445.6 479.5 538.3 600003.7 600000 20.0 1702.2 12841616 2174883068 34918589 2872866346 211874856033.0 350265191430.0 492194006451.0 726733790.0 178646.0 654592.0 235431.0 0.0 493406.0 781409
1 linux_tuned 400 0x1500 75 114.4 145.9 301.5 439.8 471.7 530.1 599931.5 600000 20.0 1716.27 12840448 2174607128 34962985 2872417117 214445062297.0 355253142477.0 495248927960.0 743553004.0 278901.0 814251.0 267046.0 0.0 495788.0 781399
1 linux_tuned 400 0x1500 55 99.1 126.4 284.4 428.4 458.5 519.3 600026.9 600000 20.0 1742.91 12893194 2179078182 35122745 2876758348 219277448679.0 368156059446.0 509549364054.0 816949765.0 772186.0 1010848.0 237358.0 0.0 378494.0 781396
1 linux_tuned 50 0x1700 135 48.8 51.0 69.8 93.9 97.9 106.0 200133.4 200000 20.0 1654.13 5189447 784872846 12090283 959067447 107064004485.0 221302234022.0 279907417245.0 265994320.0 3038851.0 3331968.0 49406.0 0.0 125113.0 5118452
1 linux_tuned 50 0x1700 95 48.8 51.0 69.6 93.8 97.8 106.1 199867.4 200000 20.0 1655.66 5188009 784886980 12077033 959883997 106933779017.0 221466982667.0 280165912080.0 268001559.0 3072053.0 3321940.0 48638.0 0.0 124457.0 5117519
1 linux_tuned 50 0x1700 75 49.7 51.3 70.0 94.1 98.6 106.5 200063.5 200000 20.0 1655.5 5190821 784780552 12086371 962292390 107263575165.0 222631989680.0 281373307592.0 273337355.0 3169223.0 3309210.0 47740.0 0.0 119670.0 5131856
1 linux_tuned 50 0x1700 55 48.6 50.9 69.6 93.7 97.4 106.0 199976.2 200000 20.0 1654.77 5199814 785935224 12082658 961886048 107177865355.0 221707854516.0 280224902749.0 265639097.0 3085003.0 3332584.0 48632.0 0.0 123802.0 5126485
0 linux_tuned 50 0x1700 135 51.4 55.1 76.7 97.5 103.5 114.6 399676.7 400000 20.0 1864.52 8514800 1445542935 24056362 1917461574 181405015233.0 365156461907.0 460448116946.0 462593644.0 5685918.0 1804202.0 2355.0 0.0 7223.0 6011840
1 linux_tuned 50 0x1700 135 52.2 55.8 77.7 99.1 104.5 115.4 399855.2 400000 20.0 1866.43 8515973 1446521359 24066768 1919146699 181441712267.0 365230006634.0 460541753828.0 465415516.0 5699187.0 1803180.0 2400.0 0.0 7212.0 6012185
2 linux_tuned 50 0x1700 135 51.4 55.1 76.9 97.8 103.7 114.5 399824.9 400000 20.0 1868.66 8519140 1447249244 24065206 1915584160 181468005261.0 365760588588.0 461213652189.0 470999922.0 5739474.0 1780014.0 2349.0 0.0 7054.0 6013219
3 linux_tuned 50 0x1700 135 51.5 55.2 76.7 97.8 103.8 115.5 400291.2 400000 20.0 1870.39 8527846 1448112574 24093543 1921344801 181768621204.0 367371362839.0 463241919526.0 479076555.0 5769560.0 1754445.0 2266.0 0.0 7012.0 6014365
4 linux_tuned 50 0x1700 135 52.3 56.0 77.5 99.3 104.5 115.4 399881.7 400000 20.0 1870.37 8505199 1446057733 24068091 1915650763 181305500539.0 365607559023.0 461037280482.0 469939521.0 5716089.0 1790105.0 2271.0 0.0 7370.0 6013092
0 linux_tuned 50 0x1700 95 52.3 55.9 78.0 99.7 104.7 115.8 400255.6 400000 20.0 1871.53 8528831 1447654759 24090271 1925552801 181899327407.0 367090437059.0 462887060707.0 478435881.0 5759002.0 1763886.0 2136.0 0.0 6728.0 6013782
1 linux_tuned 50 0x1700 95 52.3 56.0 77.7 99.3 104.6 115.6 399979.5 400000 20.0 1868.23 8518596 1447959443 24077046 1922578761 181404892412.0 365610727464.0 461022512493.0 474557786.0 5701962.0 1793115.0 2466.0 0.0 7262.0 6011663
2 linux_tuned 50 0x1700 95 51.6 55.3 77.1 98.3 104.0 115.4 400146.0 400000 20.01 1868.62 8526188 1449315299 24086984 1928186618 181611445256.0 365604262875.0 461011986508.0 469506640.0 5698326.0 1797700.0 2458.0 0.0 7334.0 6013546
3 linux_tuned 50 0x1700 95 51.3 55.0 76.6 97.4 103.6 114.9 399818.4 400000 20.0 1867.53 8519004 1447446222 24065871 1919961547 180950629334.0 364129156403.0 459160067011.0 462877320.0 5618927.0 1836654.0 2316.0 0.0 7689.0 6011202
4 linux_tuned 50 0x1700 95 51.7 55.4 77.5 99.2 104.4 115.5 400019.2 400000 20.0 1869.64 8526403 1446914855 24075606 1919836835 181537503556.0 365669633902.0 461096127514.0 469504811.0 5689163.0 1801598.0 2369.0 0.0 7252.0 6012963
0 linux_tuned 50 0x1700 75 51.4 55.1 76.7 98.0 104.0 115.3 399977.2 400000 20.0 1868.1 8522804 1447509997 24072299 1916922443 181681924796.0 365420104322.0 460781649455.0 467212342.0 5657305.0 1817876.0 2484.0 0.0 7614.0 6011929
1 linux_tuned 50 0x1700 75 51.2 54.9 76.6 97.6 103.7 114.9 399894.4 400000 20.0 1868.51 8518900 1446840537 24068718 1920010993 181740954012.0 365758459457.0 461206878253.0 469096778.0 5734258.0 1776948.0 2415.0 0.0 7164.0 6013227
2 linux_tuned 50 0x1700 75 52.6 56.2 78.4 100.3 105.0 115.8 399927.1 400000 20.0 1869.7 8519918 1447546811 24072557 1922464474 181627079588.0 365805683808.0 461265064259.0 471530142.0 5718265.0 1784158.0 2208.0 0.0 7318.0 6013208
3 linux_tuned 50 0x1700 75 52.1 55.7 77.6 99.1 104.5 115.6 400257.2 400000 20.0 1868.63 8526080 1447347042 24089586 1920550042 181671168236.0 366080523867.0 461611283050.0 471832830.0 5705440.0 1789665.0 2347.0 0.0 6956.0 6013315
4 linux_tuned 50 0x1700 75 51.5 55.2 76.9 97.7 103.7 114.8 400228.5 400000 20.0 1869.03 8519601 1447975332 24087180 1922590984 181846100554.0 366506179859.0 462149554660.0 470675523.0 5737310.0 1774155.0 2354.0 0.0 7674.0 6013377
0 linux_tuned 50 0x1700 55 51.5 55.2 76.9 98.2 104.0 115.2 399762.3 400000 20.0 1867.86 8517586 1447266611 24061092 1923638718 181465550863.0 365619926801.0 461032952609.0 466456304.0 5687611.0 1797971.0 2381.0 0.0 7248.0 6012413
1 linux_tuned 50 0x1700 55 53.6 57.1 78.8 101.4 105.7 116.5 399999.9 400000 20.0 1867.27 8518719 1449038347 24077610 1928036106 181756966294.0 366125996802.0 461669958750.0 465388185.0 5712229.0 1794417.0 2368.0 0.0 7026.0 6012996
2 linux_tuned 50 0x1700 55 52.2 55.9 77.6 98.9 104.4 116.0 399793.7 400000 20.0 1869.2 8514940 1446561930 24063980 1920472476 181435577680.0 366028877774.0 461548840424.0 474674091.0 5729729.0 1777187.0 2259.0 0.0 7308.0 6012374
3 linux_tuned 50 0x1700 55 52.3 56.0 77.7 99.5 104.7 115.8 399941.8 400000 20.0 1868.94 8520794 1447503283 24073741 1921593640 181736226561.0 366352255356.0 461960608785.0 470809811.0 5733032.0 1782215.0 2406.0 0.0 7662.0 6012553
4 linux_tuned 50 0x1700 55 51.4 55.1 76.8 97.8 104.0 115.1 400300.8 400000 20.0 1870.61 8521671 1447229216 24093548 1921906200 181959517475.0 368623826065.0 464823396391.0 488605450.0 5823575.0 1729658.0 2189.0 0.0 7225.0 6015571
0 linux_tuned 50 0x1700 135 56.7 61.6 84.9 110.8 119.5 154.2 600024.3 600000 20.0 2082.11 12667786 2162675141 36004941 2872601630 247110355237.0 509110253400.0 641951244722.0 1032897866.0 5991171.0 354859.0 419.0 0.0 3682.0 6192368
1 linux_tuned 50 0x1700 135 57.7 62.5 86.0 111.6 120.7 153.5 600019.1 600000 20.0 2086.76 12675388 2164123937 36005985 2881788874 247086170957.0 509790604695.0 642808018286.0 1037791989.0 5999644.0 341966.0 493.0 0.0 3931.0 6192616
2 linux_tuned 50 0x1700 135 57.3 62.1 85.3 111.3 120.3 154.6 599785.0 600000 20.0 2086.41 12665355 2162501955 35991685 2874471367 247092745825.0 509848123907.0 642880606939.0 1039259650.0 6007262.0 341337.0 456.0 0.0 3857.0 6192542
3 linux_tuned 50 0x1700 135 57.9 62.8 86.2 112.2 121.3 154.4 599326.9 600000 20.0 2088.61 12652854 2159729949 35963062 2870255676 246794395134.0 510841538229.0 644133612926.0 1065382108.0 5982080.0 339114.0 549.0 0.0 4295.0 6192116
4 linux_tuned 50 0x1700 135 56.8 61.6 84.8 110.5 119.1 154.7 599782.2 600000 20.0 2085.77 12665015 2162707300 35992261 2881722070 246776586614.0 508736300888.0 641479696312.0 1037233857.0 5962044.0 368170.0 452.0 0.0 3951.0 6192178
0 linux_tuned 50 0x1700 95 57.2 62.0 85.2 111.0 119.6 154.6 599907.9 600000 20.0 2085.41 12664298 2161501548 35986641 2873762801 247041828579.0 508297093499.0 640925610016.0 1022947077.0 6020366.0 348908.0 487.0 0.0 3783.0 6192890
1 linux_tuned 50 0x1700 95 56.9 61.7 85.4 110.9 119.9 153.8 599765.0 600000 20.01 2083.34 12662940 2160109326 35989209 2875101484 246949988437.0 507592470354.0 640042181334.0 1019047641.0 6005875.0 362438.0 484.0 0.0 4100.0 6192376
2 linux_tuned 50 0x1700 95 57.0 61.8 85.1 110.7 119.2 154.9 599898.4 600000 20.0 2084.48 12666309 2162285209 35997946 2873461166 247000499387.0 508139271527.0 640725970623.0 1022753162.0 6019038.0 349444.0 510.0 0.0 4045.0 6192043
3 linux_tuned 50 0x1700 95 57.8 62.6 86.0 112.2 121.4 156.4 599783.0 600000 20.0 2087.7 12661726 2161771253 35989044 2869303829 246876888373.0 509993831591.0 643064977832.0 1049691688.0 5987938.0 344058.0 531.0 0.0 4016.0 6192271
4 linux_tuned 50 0x1700 95 56.6 61.3 84.5 109.6 117.9 152.7 599935.3 600000 20.0 2084.83 12665259 2162321570 35999327 2872086144 246946156984.0 506586020252.0 638767800868.0 1000141766.0 6027496.0 362093.0 505.0 0.0 3945.0 6192497
0 linux_tuned 50 0x1700 75 57.0 61.9 85.0 111.1 120.4 154.5 600225.6 600000 20.0 2087.35 12670548 2163137199 36017377 2877720127 247051706311.0 509333474770.0 642232905656.0 1036406193.0 5982674.0 352135.0 483.0 0.0 3717.0 6192261
1 linux_tuned 50 0x1700 75 57.4 62.3 85.4 111.6 120.4 155.5 599685.6 600000 20.0 2087.18 12662881 2161390284 35986967 2881117983 247193651768.0 509991007628.0 643060839416.0 1037438150.0 6003592.0 342354.0 571.0 0.0 4078.0 6191978
2 linux_tuned 50 0x1700 75 57.4 62.4 85.9 112.2 121.6 156.0 600037.2 600000 20.0 2084.82 12667890 2163624030 36005843 2878084907 247028633599.0 508517338804.0 641203330314.0 1024979349.0 6005719.0 353819.0 505.0 0.0 3740.0 6192276
