i sys itr dvfs rapl read_5th read_10th read_50th read_90th read_95th read_99th measure_qps target_qps time joules rx_desc rx_bytes tx_desc tx_bytes instructions cycles ref_cycles llc_miss c1 c1e c3 c6 c7 num_interrupts
0 linux_tuned 2 0x1300 135 47.0 49.0 60.4 89.1 104.4 149.8 399547.8 400000 20.01 1660.39 8525899 1448353534 24057087 1920273504 192216919181.0 412394222880.0 629435933817.0 690816267.0 5853940.0 283341.0 17271.0 0.0 110504.0 21192363
0 linux_tuned 2 0x1300 75 47.1 49.2 60.0 88.0 102.7 144.6 400037.5 400000 20.0 1657.36 8533781 1448407519 24088361 1920845141 192873529776.0 409565544965.0 625118419385.0 632462686.0 5949396.0 284497.0 17093.0 0.0 113160.0 21215477
0 linux_tuned 2 0x1300 55 46.7 48.6 59.7 87.8 102.0 142.7 400264.0 400000 20.0 1659.04 8540351 1449511987 24101505 1920468375 192930950021.0 410731618123.0 626898160202.0 649461281.0 5935468.0 280811.0 16850.0 0.0 112068.0 21230239
0 linux_tuned 2 0x1300 135 51.0 54.6 87.1 250.3 469.7 1248.5 600198.2 600000 20.0 1942.42 12544267 2155188768 35513575 2874081579 253524487990.0 527485868934.0 805118479597.0 1088731771.0 3293214.0 49321.0 10182.0 0.0 99541.0 29912833
0 linux_tuned 2 0x1300 75 51.2 54.8 86.9 247.9 457.0 1200.9 599614.7 600000 20.0 1818.53 12537875 2153913387 35479912 2870965297 252984861112.0 526690026129.0 803892478207.0 1091384686.0 3294013.0 48391.0 10007.0 0.0 97997.0 29887043
0 linux_tuned 2 0x1300 55 51.0 54.5 86.0 250.5 467.4 1242.6 600017.6 600000 20.01 1817.67 12540246 2154807843 35497672 2876284837 253270918171.0 525983028869.0 802812670921.0 1079424351.0 3322817.0 49115.0 10550.0 0.0 102018.0 29905438
0 linux_tuned 10 0x1300 135 50.2 50.9 56.9 68.9 73.8 86.0 199894.0 200000 20.0 1434.72 5368716 796898543 12083204 958513093 116099245794.0 243253079397.0 371277518769.0 269784505.0 6821597.0 713503.0 104639.0 0.0 344554.0 8616710
0 linux_tuned 10 0x1300 75 50.2 50.9 56.7 68.6 73.4 85.5 199668.4 200000 20.0 1434.31 5353756 795286301 12071618 961465605 115631975927.0 242499851580.0 370125559744.0 269964281.0 6819152.0 713264.0 104061.0 0.0 345449.0 8601854
0 linux_tuned 10 0x1300 55 50.0 50.7 56.2 67.7 72.6 84.1 200007.6 200000 20.0 1434.01 5360665 796884768 12090312 959264224 115836566649.0 242700490063.0 370432174250.0 267703806.0 6814597.0 710276.0 104608.0 0.0 345992.0 8611282
0 linux_tuned 10 0x1300 135 50.8 52.2 62.8 87.0 99.4 135.4 399798.8 400000 20.0 1658.38 8533906 1448118752 24083546 1920884956 192040802662.0 410363562931.0 626337353475.0 608982735.0 7907570.0 125794.0 30209.0 0.0 320722.0 14236334
0 linux_tuned 10 0x1300 75 51.2 53.1 64.2 90.9 105.1 146.4 400277.3 400000 20.0 1665.12 8537987 1448761282 24107304 1920514079 191455211504.0 416458899912.0 635640701752.0 708809672.0 7693104.0 126803.0 29592.0 0.0 314285.0 14231001
0 linux_tuned 10 0x1300 55 51.2 53.0 64.2 91.5 105.2 146.4 399877.8 400000 20.0 1666.35 8530695 1447556431 24082303 1918504191 191227851535.0 417195838122.0 636765730826.0 732870435.0 7664642.0 127818.0 28955.0 0.0 313284.0 14216114
0 linux_tuned 10 0x1300 135 54.8 57.7 83.7 193.4 301.6 733.5 600345.2 600000 20.0 1818.35 12589299 2158398779 35726472 2871378787 250163239045.0 528321967526.0 806386156278.0 1137564616.0 4284505.0 70738.0 26579.0 0.0 279932.0 19243138
0 linux_tuned 10 0x1300 75 55.1 58.1 84.0 190.6 305.3 752.6 599751.6 600000 20.0 1815.9 12581300 2157509320 35695183 2869424044 249525939661.0 526852344949.0 804139211715.0 1130799243.0 4283442.0 71372.0 27123.0 0.0 283505.0 19228027
0 linux_tuned 10 0x1300 55 54.9 57.7 84.3 188.6 302.0 762.4 600063.1 600000 20.01 1816.46 12583301 2157784455 35714165 2873309744 249483951716.0 527038296329.0 804423306097.0 1132080637.0 4265588.0 71672.0 27194.0 0.0 281910.0 19238607
0 linux_tuned 20 0x1300 135 50.4 51.3 58.8 71.9 77.0 86.8 200108.3 200000 20.0 1426.04 5330043 794783592 12096565 958680242 113747206041.0 238095555337.0 363403604591.0 262401837.0 6642072.0 744574.0 81067.0 0.0 218682.0 7876472
0 linux_tuned 20 0x1300 75 50.2 51.1 58.3 71.5 76.4 86.7 199864.6 200000 20.0 1426.71 5339747 794841137 12082606 960107402 113733648319.0 238246623590.0 363634415359.0 264312656.0 6662900.0 750209.0 79159.0 0.0 216651.0 7880713
0 linux_tuned 20 0x1300 55 50.2 51.1 58.3 71.5 76.4 86.1 200120.8 200000 20.0 1533.12 5321881 793858557 12097638 960993629 113756200488.0 238400180219.0 363877923342.0 267632203.0 6623684.0 743370.0 81418.0 0.0 220616.0 7870174
0 linux_tuned 20 0x1300 135 51.5 53.8 65.9 87.7 98.4 131.5 399839.1 400000 20.0 1644.12 8546760 1449009482 24088116 1923232858 186642388229.0 399458475445.0 609692601693.0 624564846.0 7851656.0 106265.0 8324.0 0.0 59318.0 11744008
0 linux_tuned 20 0x1300 75 51.5 53.9 66.0 88.1 100.2 134.9 399728.8 400000 20.0 1644.92 8534934 1447877132 24080480 1918270133 186437598837.0 400246843330.0 610900551888.0 634138879.0 7802502.0 108421.0 9055.0 0.0 59709.0 11733721
0 linux_tuned 20 0x1300 55 51.5 53.9 66.3 88.1 99.9 131.4 400276.7 400000 20.0 1647.94 8553768 1449518843 24115239 1919318705 186539607121.0 400748005354.0 611661148489.0 646247474.0 7812671.0 106574.0 8867.0 0.0 59296.0 11748645
0 linux_tuned 20 0x1300 135 55.7 59.4 81.0 154.1 218.5 505.7 600074.0 600000 20.0 1800.2 12623510 2162020717 35841968 2887376333 243632376936.0 509938409721.0 778322506480.0 1111979762.0 4791474.0 25576.0 5975.0 0.0 54669.0 13885323
0 linux_tuned 20 0x1300 75 56.3 60.3 81.6 154.0 220.5 482.6 599565.9 600000 20.0 1905.14 12613302 2157099845 35816541 2872678922 244063040545.0 510712006779.0 779506870366.0 1111487786.0 4820525.0 25138.0 5987.0 0.0 55551.0 13885323
0 linux_tuned 20 0x1300 55 56.0 59.6 80.8 153.1 213.1 485.6 600257.0 600000 20.01 1800.01 12625200 2161520017 35857720 2872882907 243938422705.0 509786602449.0 778090892267.0 1106946051.0 4818572.0 24671.0 6136.0 0.0 57453.0 13889577
0 linux_tuned 30 0x1300 135 50.4 51.5 61.6 78.7 83.4 94.2 200102.0 200000 20.0 1424.66 5282863 791875184 12096301 962812017 111943509841.0 234438396385.0 357824894224.0 264852645.0 6072963.0 1064924.0 66351.0 0.0 172357.0 6797539
0 linux_tuned 30 0x1300 75 50.6 51.8 62.0 79.1 84.2 94.9 199876.2 200000 20.0 1425.46 5270860 790797854 12082558 963874532 111689806191.0 234380999710.0 357733842054.0 265044156.0 6079934.0 1066806.0 65812.0 0.0 172389.0 6796236
0 linux_tuned 30 0x1300 55 50.4 51.6 61.6 78.6 83.0 93.4 200000.1 200000 20.0 1424.56 5271742 790125267 12090012 960678134 111780290631.0 234124683396.0 357342480645.0 263384530.0 6056489.0 1051106.0 67545.0 0.0 178859.0 6789616
0 linux_tuned 30 0x1300 135 52.8 55.8 72.1 92.9 101.6 126.7 399694.7 400000 20.0 1636.49 8527054 1445467034 24073997 1911185987 182489952972.0 389454880535.0 594422799883.0 654980315.0 7207120.0 220662.0 4597.0 0.0 24503.0 9125881
0 linux_tuned 30 0x1300 75 53.2 56.0 72.3 92.7 101.5 125.8 399939.8 400000 20.01 1629.94 8539586 1447838931 24092439 1918678756 182887658846.0 383627700420.0 585529396679.0 546340051.0 7331310.0 226413.0 5371.0 0.0 25739.0 9112771
0 linux_tuned 30 0x1300 55 52.2 55.2 71.0 91.8 101.0 126.6 399883.8 400000 20.0 1631.52 8544978 1449477469 24087210 1915819296 182979124181.0 386192912871.0 589445005186.0 579619771.0 7293000.0 223078.0 4842.0 0.0 24540.0 9120429
0 linux_tuned 30 0x1300 135 58.0 62.7 84.9 140.2 183.3 376.1 599766.2 600000 20.0 1785.75 12641883 2160244765 35885981 2874032210 241042034744.0 498952302661.0 761557568954.0 1098413629.0 4733730.0 31459.0 2152.0 0.0 19067.0 9960735
0 linux_tuned 30 0x1300 75 58.3 62.9 85.3 140.8 182.3 369.4 599641.5 600000 20.0 1785.02 12644142 2160393671 35881410 2873387961 241022179226.0 498445016303.0 760778863564.0 1094062577.0 4735554.0 32232.0 2277.0 0.0 19450.0 9958739
0 linux_tuned 30 0x1300 55 57.4 62.1 84.7 141.8 186.4 385.4 599967.6 600000 20.0 1785.56 12652269 2163118058 35894259 2880849411 240599938735.0 498997463204.0 761622148764.0 1111905818.0 4702328.0 33660.0 2201.0 0.0 19069.0 9960307
0 linux_tuned 40 0x1300 135 50.6 52.1 66.9 87.4 93.0 103.3 199952.8 200000 20.0 1415.62 5206153 786718144 12083616 962069580 108160566887.0 226315112875.0 345422808889.0 261976390.0 4760285.0 1872287.0 52485.0 0.0 132483.0 5921572
0 linux_tuned 40 0x1300 75 50.8 52.4 67.2 87.4 93.2 103.5 200171.5 200000 20.0 1414.95 5207674 786271682 12095700 961398808 108285733206.0 226743482484.0 346077066318.0 260468518.0 4786346.0 1879425.0 51608.0 0.0 131940.0 5931815
0 linux_tuned 40 0x1300 55 50.8 52.4 67.4 87.5 93.1 103.1 199857.5 200000 20.0 1414.97 5205594 785155540 12075929 958075170 108333265247.0 226879960230.0 346294549440.0 263136484.0 4804000.0 1893351.0 50074.0 0.0 129235.0 5935573
0 linux_tuned 40 0x1300 135 54.0 57.4 77.0 98.3 105.6 127.1 399789.4 400000 20.0 1612.78 8526919 1449040869 24076026 1922369094 179757297736.0 373450151178.0 570000370684.0 535865685.0 6489191.0 541045.0 2607.0 0.0 9695.0 7297510
0 linux_tuned 40 0x1300 75 53.8 57.2 76.7 97.4 105.1 126.2 399959.7 400000 20.0 1610.04 8528644 1447634842 24084555 1921987168 180200701144.0 371593979263.0 567166040894.0 500748110.0 6526973.0 551356.0 2919.0 0.0 10009.0 7296252
0 linux_tuned 40 0x1300 55 54.7 57.8 77.4 98.7 105.8 127.4 400225.5 400000 20.0 1612.17 8535478 1448020693 24097588 1918473378 180051177198.0 372702150630.0 568855727025.0 521079378.0 6506495.0 543709.0 2693.0 0.0 9348.0 7298056
0 linux_tuned 40 0x1300 135 60.3 65.7 90.1 139.1 175.2 334.9 599753.3 600000 20.0 1771.13 12662256 2162307567 35903595 2877595335 239358549709.0 490196172072.0 748190077882.0 1091877700.0 4563668.0 76184.0 1007.0 0.0 7905.0 7658940
0 linux_tuned 40 0x1300 75 60.7 65.8 90.1 138.7 173.9 322.8 599517.5 600000 20.0 1770.31 12665830 2161529291 35889882 2874550657 239561278267.0 490199838589.0 748193431210.0 1087010810.0 4576671.0 77327.0 928.0 0.0 7330.0 7659374
0 linux_tuned 40 0x1300 55 61.1 66.5 90.8 139.9 175.0 334.4 600347.1 600000 20.0 1771.15 12677840 2163193955 35939798 2876172540 239087599798.0 488973762095.0 746322029832.0 1088676582.0 4554160.0 78064.0 926.0 0.0 8010.0 7659320
0 linux_tuned 2 0x1500 135 43.8 45.5 50.5 61.2 65.9 78.1 200059.4 200000 20.0 1566.07 5470975 803811632 12094484 959694208 117630786583.0 247688504202.0 342030391296.0 279679192.0 5314964.0 1139693.0 120309.0 0.0 333082.0 12180617
0 linux_tuned 2 0x1500 75 43.4 45.4 50.3 60.8 65.7 78.0 200208.0 200000 20.0 1680.41 5457503 803529679 12102746 961728404 118097045310.0 248694160510.0 343423192450.0 282536992.0 5356478.0 1146992.0 118538.0 0.0 332123.0 12171195
0 linux_tuned 2 0x1500 55 43.8 45.5 50.4 61.0 65.6 77.5 199999.3 200000 20.01 1564.52 5481325 804054734 12088789 961951219 117658467476.0 247479754936.0 341735638631.0 279875665.0 5298981.0 1134639.0 122159.0 0.0 333859.0 12186315
0 linux_tuned 2 0x1500 135 45.4 46.5 55.7 76.9 86.3 113.8 400089.6 400000 20.0 1810.98 8558094 1448783379 24107340 1914900029 198952909429.0 423150688536.0 584317267990.0 586505841.0 7593977.0 228247.0 24002.0 0.0 218012.0 21330872
0 linux_tuned 2 0x1500 75 45.4 46.4 55.2 76.2 84.9 112.9 399550.7 400000 20.0 1807.65 8548664 1448076249 24075524 1919449653 198802014482.0 421207764810.0 581634338790.0 557779730.0 7613417.0 231749.0 24932.0 0.0 218154.0 21302626
0 linux_tuned 2 0x1500 55 45.2 46.2 55.0 75.6 84.4 111.9 399850.2 400000 20.0 1805.91 8552929 1449478010 24092646 1914966216 198775189070.0 420015401524.0 579989231082.0 547896283.0 7581167.0 235485.0 25825.0 0.0 220469.0 21314108
0 linux_tuned 2 0x1500 135 48.3 51.3 73.7 159.4 244.7 635.7 600082.4 600000 20.01 2005.79 12563060 2157179927 35794368 2872985311 263462489392.0 563878703790.0 778671780885.0 1164359751.0 4634585.0 69579.0 21162.0 0.0 232018.0 30184277
0 linux_tuned 2 0x1500 75 48.9 51.7 73.5 153.8 233.4 632.1 599920.7 600000 20.0 2005.78 12562331 2155729380 35793948 2877778713 263402300087.0 561866701211.0 775891980810.0 1146326860.0 4701416.0 69090.0 21727.0 0.0 239680.0 30194453
0 linux_tuned 2 0x1500 55 48.2 51.2 73.5 154.6 234.1 567.8 599905.2 600000 20.01 2005.49 12558440 2153394022 35791334 2873185925 263609605262.0 563239014749.0 777786665128.0 1151944521.0 4669884.0 69900.0 21498.0 0.0 233073.0 30183544
0 linux_tuned 10 0x1500 135 49.0 50.2 54.7 65.0 69.5 78.9 199943.4 200000 20.0 1558.87 5377118 797445683 12125830 961489309 116812544982.0 245679039861.0 339245491774.0 266865897.0 7068928.0 747436.0 108683.0 0.0 345405.0 8640816
0 linux_tuned 10 0x1500 75 47.7 49.9 54.2 64.7 69.2 78.9 199919.5 200000 20.0 1562.26 5418898 800263374 12087021 963266821 117116053557.0 246318025903.0 340127343146.0 268459365.0 7131491.0 742379.0 105562.0 0.0 338622.0 8665758
0 linux_tuned 10 0x1500 135 48.5 50.4 58.5 77.9 86.4 112.5 399542.2 400000 20.0 1806.38 8549087 1448440164 24082003 1920658053 196014390981.0 420158788120.0 580184201997.0 588893230.0 9032881.0 141204.0 31782.0 0.0 335834.0 14266435
0 linux_tuned 10 0x1500 75 50.2 51.3 59.9 79.3 87.8 115.6 399933.4 400000 20.01 1812.33 8557903 1449852557 24104977 1922296483 196017611019.0 424913047514.0 586748391872.0 662452728.0 8922905.0 143285.0 31539.0 0.0 341293.0 14275410
0 linux_tuned 10 0x1500 55 49.8 50.8 59.3 79.0 87.9 116.8 400275.9 400000 20.0 1811.03 8554552 1450478572 24123481 1921636260 196088992816.0 425114967196.0 587028778633.0 647636990.0 8922922.0 141257.0 30974.0 0.0 338825.0 14275039
0 linux_tuned 10 0x1500 135 51.9 54.9 73.4 132.1 175.3 376.3 600119.9 600000 20.0 1999.44 12611406 2159250233 35910344 2879198724 258774513164.0 559769545494.0 772993697871.0 1200389696.0 5605553.0 92836.0 35464.0 0.0 386965.0 19279922
0 linux_tuned 10 0x1500 75 51.6 54.4 72.9 133.5 177.5 363.7 599789.5 600000 20.01 1999.04 12604496 2159093603 35894982 2879791467 258560371262.0 558897076552.0 771788800158.0 1188128809.0 5625576.0 91539.0 35380.0 0.0 392954.0 19278186
0 linux_tuned 10 0x1500 55 51.6 54.5 72.8 129.8 173.0 366.2 599916.2 600000 20.0 1999.42 12604799 2158282314 35902073 2873017991 258761333043.0 558568749845.0 771335265852.0 1186530299.0 5648269.0 91847.0 35790.0 0.0 398714.0 19280601
0 linux_tuned 20 0x1500 135 47.3 49.6 55.6 67.1 71.8 79.8 200107.0 200000 20.0 1556.03 5371234 797849016 12098223 960834549 115022439125.0 241927999725.0 334063336484.0 268875029.0 6937449.0 803195.0 81384.0 0.0 214333.0 7857357
0 linux_tuned 20 0x1500 75 47.2 49.5 55.6 67.0 71.7 79.8 200032.0 200000 20.0 1555.9 5381329 798947495 12093816 963124908 115180078025.0 242275427102.0 334544563441.0 271515749.0 6968810.0 804750.0 79963.0 0.0 214401.0 7867357
0 linux_tuned 20 0x1500 55 47.8 50.0 55.7 67.2 71.8 80.0 200200.6 200000 20.0 1555.43 5392590 799204027 12103757 963484874 115348534257.0 242212185408.0 334463761379.0 269892325.0 6951239.0 796065.0 81329.0 0.0 216746.0 7871074
0 linux_tuned 20 0x1500 135 49.9 51.3 61.7 78.8 86.1 109.2 399892.6 400000 20.0 1786.87 8556882 1449222748 24104087 1919471572 189897491787.0 404376404864.0 558389649152.0 546861667.0 8807335.0 134462.0 9556.0 0.0 57644.0 11637620
0 linux_tuned 20 0x1500 75 50.3 51.8 62.6 79.6 87.4 111.4 400352.3 400000 20.0 1791.04 8565514 1452159456 24130672 1924470577 190202083485.0 406487467038.0 561304330953.0 561136504.0 8804056.0 134700.0 8746.0 0.0 55696.0 11649029
0 linux_tuned 20 0x1500 55 49.8 51.2 61.4 78.8 86.2 109.6 399850.9 400000 20.0 1785.12 8549047 1448927681 24101803 1918974510 189853914055.0 402881968455.0 556333157043.0 514427879.0 8791995.0 134585.0 10232.0 0.0 57001.0 11621263
0 linux_tuned 20 0x1500 135 52.8 56.0 73.2 114.6 141.1 254.9 599870.8 600000 20.0 1971.68 12632688 2161797083 35968090 2879328326 251030845430.0 535247951918.0 739126379776.0 1148475652.0 6161740.0 31169.0 6869.0 0.0 65816.0 13812791
0 linux_tuned 20 0x1500 75 53.0 56.1 73.2 114.5 143.1 254.7 599802.9 600000 20.0 1971.71 12626605 2158990743 35962838 2865376352 251092747457.0 534858185444.0 738587540839.0 1135803105.0 6201489.0 30438.0 6588.0 0.0 65014.0 13816119
0 linux_tuned 20 0x1500 55 53.2 56.4 73.8 115.4 142.7 262.3 599977.9 600000 20.01 1970.1 12636991 2161476267 35976163 2883421711 250866588914.0 534623387656.0 738263582390.0 1140287916.0 6168321.0 31168.0 6775.0 0.0 65500.0 13815532
0 linux_tuned 30 0x1500 135 48.3 50.3 59.2 76.5 79.5 87.7 200047.7 200000 20.0 1550.47 5319774 793776982 12092832 961885616 112824016460.0 237743767539.0 328284965931.0 273337050.0 6280706.0 1197194.0 62924.0 0.0 163580.0 6804665
0 linux_tuned 30 0x1500 75 48.4 50.3 59.2 76.5 79.5 87.8 200076.4 200000 20.0 1549.19 5318981 793675298 12093382 961039143 112814259737.0 237684631222.0 328202608425.0 273302612.0 6292132.0 1200081.0 62270.0 0.0 163245.0 6804725
0 linux_tuned 30 0x1500 55 47.7 50.0 59.0 76.2 79.3 87.5 199850.7 200000 20.0 1549.51 5308124 791697564 12076857 954430219 112668605822.0 237363539562.0 327758662621.0 272514064.0 6301660.0 1204991.0 62435.0 0.0 161252.0 6803535
0 linux_tuned 30 0x1500 135 51.5 54.0 68.5 86.0 92.9 110.8 400079.9 400000 20.0 1767.45 8556266 1449511117 24109143 1919700892 186124562245.0 389279463476.0 537540263466.0 493984021.0 8122871.0 287674.0 5236.0 0.0 23851.0 9075201
0 linux_tuned 30 0x1500 75 50.7 52.9 67.5 85.2 92.0 109.2 400161.7 400000 20.0 1769.51 8554640 1449406888 24112074 1920030029 186044268907.0 391770887028.0 540979665525.0 531226114.0 8107881.0 285667.0 5037.0 0.0 24270.0 9081918
0 linux_tuned 30 0x1500 55 50.6 52.8 67.3 84.9 91.5 109.9 399732.5 400000 20.0 1768.4 8537321 1447892862 24088276 1919065194 186026380469.0 390004727732.0 538547188213.0 507764325.0 8112353.0 289305.0 5157.0 0.0 24147.0 9072473
0 linux_tuned 30 0x1500 135 55.2 58.7 77.6 112.6 133.0 221.7 599971.0 600000 20.0 1952.55 12652011 2161019045 35989727 2872165679 247196880824.0 520076045761.0 718169954104.0 1112578070.0 5942072.0 46570.0 2544.0 0.0 22879.0 9948638
0 linux_tuned 30 0x1500 75 55.2 58.8 77.9 113.4 134.8 226.0 600001.8 600000 20.0 1952.15 12654703 2161050204 35992461 2879395752 246986066023.0 520515480662.0 718778171945.0 1121091100.0 5909078.0 46950.0 2520.0 0.0 23093.0 9949078
0 linux_tuned 30 0x1500 55 55.3 58.9 77.9 113.3 133.8 214.8 599866.8 600000 20.0 1953.81 12654261 2160839219 35985144 2878043264 247116553399.0 520805972938.0 719178806452.0 1120248569.0 5911460.0 46413.0 2555.0 0.0 23210.0 9947731
0 linux_tuned 40 0x1500 135 49.5 51.0 64.9 85.5 89.3 97.0 199992.4 200000 20.0 1541.78 5240616 787804171 12082857 958905799 109185635077.0 229379333483.0 316733192293.0 270363913.0 4806584.0 2117379.0 50500.0 0.0 124973.0 5942274
0 linux_tuned 40 0x1500 75 50.4 51.7 65.8 86.4 91.3 100.4 199882.3 200000 20.0 1541.85 5231581 788331221 12079570 962014919 109190749972.0 229708180645.0 317194335706.0 275843838.0 4818428.0 2115654.0 49345.0 0.0 127354.0 5939514
0 linux_tuned 40 0x1500 55 50.0 51.3 65.3 85.6 89.5 99.0 199731.0 200000 20.0 1541.54 5229859 787502508 12071124 961395962 109185710693.0 229528103805.0 316938230442.0 274946623.0 4826351.0 2118509.0 49480.0 0.0 125507.0 5940233
0 linux_tuned 40 0x1500 135 51.7 54.9 73.6 92.9 98.7 115.3 400500.9 400000 20.0 1751.0 8539749 1449309571 24123271 1925325490 182978565944.0 377339037026.0 521056559124.0 481071568.0 6966008.0 717710.0 3138.0 0.0 10741.0 7279619
0 linux_tuned 40 0x1500 75 52.9 56.1 74.9 94.4 100.7 116.0 399942.7 400000 20.0 1749.8 8532575 1447850596 24089516 1924122312 182936950475.0 376760500933.0 520248804695.0 476395134.0 6978637.0 727570.0 3326.0 0.0 10158.0 7277511
0 linux_tuned 40 0x1500 55 51.9 55.1 73.9 92.9 98.3 114.5 400067.8 400000 20.0 1747.58 8535201 1447317005 24093126 1917954632 183011907046.0 376880475708.0 520414880648.0 477789685.0 6988404.0 724285.0 3169.0 0.0 10158.0 7278653
0 linux_tuned 40 0x1500 135 57.8 62.5 84.1 116.1 134.7 207.4 599879.7 600000 20.01 2032.84 12669650 2162769879 35987085 2876455124 245251957821.0 508675190192.0 702435752703.0 1094959770.0 5616504.0 110040.0 993.0 0.0 8689.0 7658936
0 linux_tuned 40 0x1500 75 56.9 61.5 83.2 115.4 132.4 209.3 599636.7 600000 20.0 1933.67 12662906 2161048110 35970952 2870975673 245043320203.0 508338350667.0 701957453702.0 1089972334.0 5617632.0 111177.0 1031.0 0.0 8547.0 7658978
0 linux_tuned 40 0x1500 55 57.2 61.8 83.3 115.0 131.6 202.1 599868.3 600000 20.01 1935.94 12667267 2162384461 35985390 2878781547 245077585736.0 509043753143.0 702932753688.0 1104114371.0 5598705.0 110529.0 936.0 0.0 8395.0 7660197
0 linux_tuned 2 0x1700 135 42.2 43.3 49.0 58.9 62.8 72.6 199910.7 200000 20.0 1695.65 5477284 804684316 12140702 969869097 119355358340.0 252718414200.0 318665387299.0 274962456.0 6122556.0 1013879.0 124005.0 0.0 355972.0 12207858
0 linux_tuned 2 0x1700 75 42.1 43.1 48.9 58.7 62.4 72.1 199806.5 200000 20.0 1695.21 5529021 807214485 12078181 959082511 119815110527.0 253684950242.0 319885081682.0 278387565.0 6233667.0 998623.0 120545.0 0.0 354704.0 12246463
0 linux_tuned 2 0x1700 55 42.4 43.7 49.2 59.0 62.9 72.2 199828.4 200000 20.0 1692.95 5515586 806168291 12080065 962232777 119711959742.0 252789018623.0 318754784642.0 273919575.0 6151300.0 994675.0 123922.0 0.0 360853.0 12236679
0 linux_tuned 2 0x1700 135 43.0 45.0 52.8 69.5 77.4 97.0 400034.6 400000 20.0 1965.13 8568167 1450890066 24115812 1919279380 203445354820.0 434630027714.0 548038311287.0 548788412.0 8811478.0 216019.0 31061.0 0.0 310205.0 21422997
0 linux_tuned 2 0x1700 75 42.5 43.9 52.3 69.0 77.0 96.5 399917.9 400000 20.0 1964.06 8575164 1450646234 24110057 1919813069 203478515083.0 434116559374.0 547390099053.0 541667862.0 8766052.0 218719.0 32192.0 0.0 312623.0 21413911
0 linux_tuned 2 0x1700 55 43.0 44.9 52.7 69.6 77.3 96.7 399826.7 400000 20.01 1963.57 8582720 1452156515 24106116 1923291189 203444031174.0 434484620434.0 547884696866.0 546576776.0 8793880.0 216058.0 31618.0 0.0 310266.0 21421231
0 linux_tuned 2 0x1700 135 47.3 50.0 66.1 119.4 156.1 344.5 600134.9 600000 20.0 2199.4 12580251 2155909039 35943130 2873984181 271953992478.0 595723089952.0 751146267963.0 1201534070.0 5908926.0 94318.0 34092.0 0.0 404073.0 30410396
0 linux_tuned 2 0x1700 75 46.3 48.6 65.0 119.4 159.0 343.7 600201.7 600000 20.0 2320.14 12588791 2158335580 35943918 2874786846 272510122945.0 596750169635.0 752459168752.0 1198342165.0 5922824.0 95577.0 34216.0 0.0 405078.0 30418536
0 linux_tuned 2 0x1700 55 46.7 49.4 66.9 127.4 172.7 396.3 600031.4 600000 20.01 2151.63 12574791 2158800824 35909420 2887450050 270114069137.0 587377188187.0 757518315960.0 1180912045.0 5603768.0 87721.0 31346.0 0.0 364061.0 30352912
0 linux_tuned 10 0x1700 135 46.3 47.5 53.1 61.6 65.4 74.6 200137.2 200000 20.01 1686.8 5409078 800136842 12171503 963089172 117736875507.0 249135540116.0 314151552814.0 273137184.0 7354728.0 781411.0 107171.0 0.0 324339.0 8681186
0 linux_tuned 10 0x1700 75 45.9 46.8 52.6 60.6 64.9 73.1 199661.2 200000 20.01 1687.34 5456542 801986489 12070772 959993450 118109345144.0 249958493319.0 315189472906.0 272711801.0 7396407.0 768108.0 105284.0 0.0 331530.0 8700745
0 linux_tuned 10 0x1700 55 46.1 47.1 52.8 60.8 64.9 73.2 200164.6 200000 20.0 1687.54 5463123 804118647 12100883 960486176 118136649204.0 249709387012.0 314875203038.0 270654122.0 7358793.0 765517.0 106366.0 0.0 329360.0 8715362
0 linux_tuned 10 0x1700 135 46.4 47.8 55.6 70.4 77.1 95.9 400193.3 400000 20.0 1954.0 8574434 1450942021 24129024 1922491183 199080743170.0 427153829962.0 538616363044.0 545953591.0 9892331.0 154017.0 31927.0 0.0 325178.0 14305861
0 linux_tuned 10 0x1700 75 46.6 48.3 55.8 70.6 77.3 95.0 399856.9 400000 20.0 1955.0 8582589 1451515440 24110755 1921942489 199127822650.0 426679674181.0 538017961123.0 547100760.0 9918942.0 153902.0 32255.0 0.0 329172.0 14310118
0 linux_tuned 10 0x1700 55 47.2 49.4 56.5 71.5 78.1 96.3 400002.8 400000 20.0 1955.39 8571557 1450562639 24117214 1918034302 199084216998.0 426652994516.0 537993553041.0 553854756.0 9900731.0 154039.0 32222.0 0.0 331085.0 14304521
0 linux_tuned 10 0x1700 135 50.2 52.1 65.8 106.4 129.7 223.6 599627.2 600000 20.01 2188.9 12608302 2159121397 35976833 2877012421 265642236496.0 585277133591.0 737979175997.0 1199576318.0 6942948.0 105717.0 41360.0 0.0 474442.0 19276890
0 linux_tuned 10 0x1700 75 50.1 52.0 65.9 106.0 128.9 221.3 600115.8 600000 20.0 2189.34 12615027 2158564320 36002423 2871804998 265701481113.0 585757158898.0 738584738569.0 1205966234.0 6915879.0 106619.0 41848.0 0.0 474923.0 19284100
0 linux_tuned 10 0x1700 55 50.7 52.8 67.7 111.9 139.7 248.6 600243.7 600000 20.0 2151.03 12614493 2156891729 35993781 2869617269 264280415457.0 579375544034.0 744634542220.0 1198666408.0 6638567.0 102227.0 39701.0 0.0 464465.0 19282769
