 rx_bytes_10 rx_bytes_25 rx_bytes_50 rx_bytes_75 rx_bytes_90 rx_bytes_99 rx_desc_10 rx_desc_25 rx_desc_50 rx_desc_75 rx_desc_90 rx_desc_99 tx_bytes_10 tx_bytes_25 tx_bytes_50 tx_bytes_75 tx_bytes_90 tx_bytes_99 tx_desc_10 tx_desc_25 tx_desc_50 tx_desc_75 tx_desc_90 tx_desc_99 instructions_10 instructions_25 instructions_50 instructions_75 instructions_90 instructions_99 llc_miss_10 llc_miss_25 llc_miss_50 llc_miss_75 llc_miss_90 llc_miss_99 cycles_10 cycles_25 cycles_50 cycles_75 cycles_90 cycles_99 ref_cycles_10 ref_cycles_25 ref_cycles_50 ref_cycles_75 ref_cycles_90 ref_cycles_99 joules_99 itr dvfs qps i time_per_interrupt joules_per_interrupt
0 0.0 66.0 132.0 247.0 388.0 1182.0 0.0 1.0 1.0 2.0 3.0 5.0 0.0 0.0 90.0 213.0 533.0 1886.020000000004 0.0 0.0 3.0 3.0 6.0 11.0 0.0 0.0 0.0 5817710245823.75 5818596976341.2 5819117405798.45 0.0 0.0 0.0 22339277091.25 22341533793.7 22342845945.94 0.0 0.0 0.0 10274404913833.25 10276778308118.5 10278202013420.53 0.0 0.0 0.0 11980088774456.0 11983959881833.7 11986270845767.2 3485877977.27 300 0x1900 40000 0_7 1454207402.3101563 954284736.2977431
1 0.0 0.0 0.0 111.0 133.0 499.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 90.0 128.0 902.0 0.0 0.0 0.0 3.0 3.0 3.0 0.0 0.0 0.0 0.0 0.0 4401011443273.75 0.0 0.0 0.0 0.0 0.0 16787163642.25 0.0 0.0 0.0 0.0 0.0 7663947586763.0 0.0 0.0 0.0 0.0 0.0 8784414653066.75 2257059441.0 4 0x1900 40000 0_9 312529612.64490306 181432720.68517599
2 0.0 66.0 66.0 133.0 207.0 771.9499999999971 0.0 1.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 105.0 296.0 1281.0 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 1500835062135.5 1501880429589.7 0.0 0.0 0.0 0.0 5556131901.0 5558636579.65 0.0 0.0 0.0 0.0 2625309970447.0 2628198935070.6 0.0 0.0 0.0 0.0 2860714357502.5 2865115264482.4 3680512361.9 100 0x1d00 40000 0_3 206962138.3505063 566579601.4285637
3 0.0 66.0 66.0 129.0 182.0 718.0 0.0 1.0 1.0 1.0 1.0 2.0 0.0 0.0 0.0 97.0 260.0 1197.2899999999936 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 3308215988364.3 3309324153170.98 0.0 0.0 0.0 0.0 12061594930.5 12064008580.98 0.0 0.0 0.0 0.0 5931114053858.0 5933875703223.07 0.0 0.0 0.0 0.0 6661184510649.4 6665004072341.34 402656684.45 50 0x1b00 40000 0_4 421744038.1732361 52585904.61213909
4 0.0 66.0 66.0 132.0 205.0 773.7099999999919 0.0 1.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 99.0 289.0 1290.0 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 6921588749990.9 6922723055212.44 0.0 0.0 0.0 0.0 25596342523.5 25598929767.89 0.0 0.0 0.0 0.0 11882845043177.1 11885706035078.95 0.0 0.0 0.0 0.0 14113725055416.3 14118640969092.02 3033160793.93 100 0x1500 40000 0_3 1641884322.8175492 465441945.8624292
5 0.0 66.0 132.0 246.0 390.0 1164.8399999999965 0.0 1.0 1.0 2.0 3.0 5.0 0.0 0.0 90.0 210.0 529.0 1913.0 0.0 0.0 3.0 3.0 6.0 11.0 0.0 0.0 0.0 1875899657682.0 1876813713950.8 1877346313075.96 0.0 0.0 0.0 7012444927.0 7014609738.2 7015938268.2 0.0 0.0 0.0 3236341218790.0 3238823665139.6 3240277415368.44 0.0 0.0 0.0 3573810868602.0 3577634805394.6 3579890526734.52 2890902451.0 300 0x1d00 40000 1_13 471655754.9085369 782846309.064382
6 0.0 0.0 66.0 121.0 141.0 601.0 0.0 0.0 1.0 1.0 1.0 2.0 0.0 0.0 0.0 96.0 190.0 1032.4599999999919 0.0 0.0 0.0 3.0 3.0 3.0 0.0 0.0 0.0 0.0 4572129157828.2 4573846728300.3 0.0 0.0 0.0 0.0 16431803062.0 16435037823.74 0.0 0.0 0.0 0.0 8118650378113.4 8122393665634.72 0.0 0.0 0.0 0.0 9304255288348.6 9308663238641.44 3949107398.62 10 0x1900 40000 0_6 414098508.43091726 411505338.4741939
7 0.0 0.0 66.0 111.0 133.0 490.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 90.0 130.0 914.0 0.0 0.0 0.0 3.0 3.0 3.0 0.0 0.0 0.0 0.0 0.0 6797510270895.08 0.0 0.0 0.0 0.0 0.0 25541090761.2 0.0 0.0 0.0 0.0 0.0 11655239797336.2 0.0 0.0 0.0 0.0 0.0 13771925008628.04 262326204.83999997 4 0x1500 40000 0_13 899705451.8882748 20396854.001012325
8 0.0 0.0 66.0 127.0 174.0 706.9199999999983 0.0 0.0 1.0 1.0 1.0 2.0 0.0 0.0 0.0 96.0 236.0 1186.7599999999948 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 5417698318549.8 5419120613580.08 0.0 0.0 0.0 0.0 19592515927.6 19595048954.08 0.0 0.0 0.0 0.0 9547918936819.8 9551128971881.56 0.0 0.0 0.0 0.0 11027941454180.4 11032180201631.2 2614305611.92 50 0x1900 40000 1_4 610882345.489416 341965884.8449992
9 0.0 0.0 66.0 114.0 134.0 519.0 0.0 0.0 1.0 1.0 1.0 2.0 0.0 0.0 0.0 90.0 134.0 933.7600000000093 0.0 0.0 0.0 3.0 3.0 3.0 0.0 0.0 0.0 0.0 0.0 7288303678861.92 0.0 0.0 0.0 0.0 0.0 27164840996.04 0.0 0.0 0.0 0.0 0.0 12485053991240.16 0.0 0.0 0.0 0.0 0.0 15061145213619.6 842541122.36 2 0x1100 40000 0_9 1060731816.9334987 72839896.78329563
10 0.0 0.0 66.0 127.0 174.0 697.0 0.0 0.0 1.0 1.0 1.0 2.0 0.0 0.0 0.0 97.0 248.0 1159.0 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 1347898860560.3 1349187642527.35 0.0 0.0 0.0 0.0 4858020576.8 4860631136.85 0.0 0.0 0.0 0.0 2297666843789.5 2300655589247.6 0.0 0.0 0.0 0.0 2490415800529.2 2494227118754.8 1839647125.8799999 50 0x1d00 40000 0_15 171474511.75964618 246893394.49099523
11 0.0 0.0 66.0 114.0 133.0 516.9100000000035 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 90.0 134.0 934.0 0.0 0.0 0.0 3.0 3.0 3.0 0.0 0.0 0.0 0.0 0.0 2082195064792.84 0.0 0.0 0.0 0.0 0.0 8062445686.11 0.0 0.0 0.0 0.0 0.0 3721084713795.24 0.0 0.0 0.0 0.0 0.0 4162604331381.05 1823334004.61 2 0x1b00 40000 1_7 152195078.48817286 145651455.3084289
12 0.0 66.0 66.0 134.0 208.0 815.0 0.0 1.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 105.0 309.0 1358.6699999999983 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 5606039874485.9 5606978471932.62 0.0 0.0 0.0 0.0 21209744241.4 21211890762.9 0.0 0.0 0.0 0.0 9715226259634.4 9717768172461.98 0.0 0.0 0.0 0.0 11273960987029.2 11278156363880.9 433004163.73 100 0x1900 40000 1_11 795463098.6029869 68171134.88657486
13 0.0 0.0 66.0 122.0 144.0 618.5599999999977 0.0 0.0 1.0 1.0 1.0 2.0 0.0 0.0 0.0 96.0 210.0 1138.0 0.0 0.0 0.0 3.0 3.0 3.0 0.0 0.0 0.0 0.0 6881676229837.2 6883439703546.36 0.0 0.0 0.0 0.0 25261374112.0 25264760458.48 0.0 0.0 0.0 0.0 11728954651899.6 11731843007992.92 0.0 0.0 0.0 0.0 13893317780775.0 13897366949078.96 1670321457.64 30 0x1500 40000 0_15 2077751602.616808 204460752.5839645
14 0.0 66.0 66.0 133.0 205.0 796.9700000000012 0.0 1.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 105.0 304.0 1300.9700000000012 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 3530891431556.1 3531810113470.36 0.0 0.0 0.0 0.0 13310883738.0 13313160446.43 0.0 0.0 0.0 0.0 6189128740922.5 6191676521995.45 0.0 0.0 0.0 0.0 6984743923381.7 6988815510736.54 2490398558.0 100 0x1b00 40000 1_3 507593259.7092431 407084666.7365175
15 0.0 0.0 66.0 113.0 133.0 509.7399999999907 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 90.0 133.0 928.0 0.0 0.0 0.0 3.0 3.0 3.0 0.0 0.0 0.0 0.0 0.0 2443733683229.06 0.0 0.0 0.0 0.0 0.0 8484660698.64 0.0 0.0 0.0 0.0 0.0 4198214064117.34 0.0 0.0 0.0 0.0 0.0 4685606550729.28 3766898059.4 4 0x1b00 40000 1_14 234039158.20637986 341072097.4768324
16 0.0 66.0 137.0 266.0 441.5 1265.050000000003 0.0 1.0 1.0 2.0 3.0 5.0 0.0 0.0 96.0 258.0 605.0 2092.050000000003 0.0 0.0 3.0 3.0 6.0 12.0 0.0 0.0 0.0 2076762211584.25 2077588501050.5 2078114490708.2 0.0 0.0 0.0 7591845767.25 7593675540.0 7594788124.35 0.0 0.0 0.0 3533911934485.75 3535842757049.0 3537027685861.25 0.0 0.0 0.0 3930017660447.25 3933050490720.5 3934916321094.1 134804373.70000002 400 0x1d00 40000 0_5 723048105.8104937 38526666.23404723
17 0.0 66.0 66.0 128.0 182.0 704.0 0.0 1.0 1.0 1.0 1.0 2.0 0.0 0.0 0.0 97.0 252.0 1221.2400000000052 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 5487176852577.2 5488342265657.56 0.0 0.0 0.0 0.0 20652419588.6 20655171394.36 0.0 0.0 0.0 0.0 9427997785435.6 9430814177877.6 0.0 0.0 0.0 0.0 10904658014222.4 10908707632816.32 3051951712.56 50 0x1900 40000 1_13 638556149.0453287 407572679.3580984
18 0.0 0.0 66.0 132.0 202.0 789.0 0.0 0.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 99.0 288.0 1276.3800000000047 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 6969286949604.0 6970351143043.2 0.0 0.0 0.0 0.0 26003588944.4 26005956938.16 0.0 0.0 0.0 0.0 11917097042448.6 11919791652448.82 0.0 0.0 0.0 0.0 14135349014366.4 14139986595146.38 3033247374.78 100 0x1500 40000 0_9 1731678973.0250988 480637419.74408084
